RADZIECHOWY	2015	1	1	6	-3.3	81	 SW	5	8	7
RADZIECHOWY	2015	1	1	12	-.6	98	 SE	1	8	5
RADZIECHOWY	2015	1	1	18	.8	88	  W	2	8	5
RADZIECHOWY	2015	1	2	6	1.8	83	SSW	7	7	7
RADZIECHOWY	2015	1	2	12	3.0	76	  S	7	5	7
RADZIECHOWY	2015	1	2	18	2.0	89	SSW	5	6	7
RADZIECHOWY	2015	1	3	6	2.6	62	WSW	4	5	7
RADZIECHOWY	2015	1	3	12	2.8	67	SSW	4	6	7
RADZIECHOWY	2015	1	3	18	1.2	76	SSW	5	8	7
RADZIECHOWY	2015	1	4	6	1.0	75	WNW	5	8	7
RADZIECHOWY	2015	1	4	12	1.2	77	WNW	7	8	6
RADZIECHOWY	2015	1	4	18	.4	67	 NW	9	6	7
RADZIECHOWY	2015	1	5	6	-1.4	74	 NW	5	6	7
RADZIECHOWY	2015	1	5	12	-1.0	95	SSW	2	8	5
RADZIECHOWY	2015	1	5	18	-1.2	82	 NW	3	8	5
RADZIECHOWY	2015	1	6	6	-2.4	85	NNW	4	7	7
RADZIECHOWY	2015	1	6	12	-3.3	70	 NW	3	3	6
RADZIECHOWY	2015	1	6	18	-10.1	94	WNW	1	5	5
RADZIECHOWY	2015	1	7	6	-14.4	91	 NW	1	8	5
RADZIECHOWY	2015	1	7	12	-3.2	40	SSW	3	7	7
RADZIECHOWY	2015	1	7	18	-4.9	54	 SW	6	7	7
RADZIECHOWY	2015	1	8	6	-3.4	72	SSW	5	7	7
RADZIECHOWY	2015	1	8	12	-1.0	69	SSW	6	6	7
RADZIECHOWY	2015	1	8	18	-1.0	77	SSW	9	7	5
RADZIECHOWY	2015	1	9	6	1.8	80	WSW	3	7	7
RADZIECHOWY	2015	1	9	12	3.2	79	SSW	7	8	7
RADZIECHOWY	2015	1	9	18	3.6	88	 SW	7	8	5
RADZIECHOWY	2015	1	10	6	3.8	95	  S	4	8	7
RADZIECHOWY	2015	1	10	12	5.4	94	SSW	5	8	5
RADZIECHOWY	2015	1	10	18	12.4	60	WSW	7	3	7
RADZIECHOWY	2015	1	11	6	.6	88	  S	3	3	7
RADZIECHOWY	2015	1	11	12	3.0	57	  W	5	8	7
RADZIECHOWY	2015	1	11	18	2.2	61	WSW	4	7	7
RADZIECHOWY	2015	1	12	6	2.0	75	  W	3	7	7
RADZIECHOWY	2015	1	12	12	3.0	93	 SW	2	8	7
RADZIECHOWY	2015	1	12	18	3.2	79	SSW	7	8	6
RADZIECHOWY	2015	1	13	6	3.8	70	SSW	7	3	7
RADZIECHOWY	2015	1	13	12	8.0	40	SSW	8	1	7
RADZIECHOWY	2015	1	13	18	7.7	35	SSW	6	1	7
RADZIECHOWY	2015	1	14	6	4.0	62	  S	4	4	7
RADZIECHOWY	2015	1	14	12	7.8	51	SSW	6	7	7
RADZIECHOWY	2015	1	14	18	4.0	85	SSW	3	8	7
RADZIECHOWY	2015	1	15	6	2.0	80	SSE	1	7	7
RADZIECHOWY	2015	1	15	12	4.0	62	SSW	4	7	7
RADZIECHOWY	2015	1	15	18	4.2	57	  S	6	7	6
RADZIECHOWY	2015	1	16	6	6.6	61	  S	4	1	7
RADZIECHOWY	2015	1	16	12	10.0	56	  S	6	6	7
RADZIECHOWY	2015	1	16	18	6.8	71	SSE	2	5	7
RADZIECHOWY	2015	1	17	6	9.1	60	SSW	6	5	7
RADZIECHOWY	2015	1	17	12	10.4	56	SSW	6	7	7
RADZIECHOWY	2015	1	17	18	5.0	89	 NW	2	8	7
RADZIECHOWY	2015	1	18	6	.4	98	  C	0	8	5
RADZIECHOWY	2015	1	18	12	1.8	93	NNW	1	8	5
RADZIECHOWY	2015	1	18	18	1.5	96	NNW	1	8	5
RADZIECHOWY	2015	1	19	6	1.0	96	 NW	1	8	6
RADZIECHOWY	2015	1	19	12	2.6	84	ENE	1	8	6
RADZIECHOWY	2015	1	19	18	1.6	89	WNW	2	8	5
RADZIECHOWY	2015	1	20	6	-1.1	100	 NE	1	8	3
RADZIECHOWY	2015	1	20	12	2.4	96	 NE	1	7	5
RADZIECHOWY	2015	1	20	18	-.2	94	  C	0	8	3
RADZIECHOWY	2015	1	21	6	-.2	98	SSE	1	8	4
RADZIECHOWY	2015	1	21	12	3.4	90	  C	0	8	4
RADZIECHOWY	2015	1	21	18	2.2	95	WNW	1	8	6
RADZIECHOWY	2015	1	22	6	-1.0	100	  C	0	8	3
RADZIECHOWY	2015	1	22	12	4.1	93	  C	0	8	6
RADZIECHOWY	2015	1	22	18	3.2	98	WNW	1	8	3
RADZIECHOWY	2015	1	23	6	2.8	98	NNW	2	8	3
RADZIECHOWY	2015	1	23	12	2.0	98	NNW	4	8	3
RADZIECHOWY	2015	1	23	18	.2	98	 SW	4	8	3
RADZIECHOWY	2015	1	24	6	-1.2	100	NNW	3	8	4
RADZIECHOWY	2015	1	24	12	-.6	96	NNW	4	8	4
RADZIECHOWY	2015	1	24	18	-1.3	98	NNW	3	8	4
RADZIECHOWY	2015	1	25	6	-3.0	97	NNW	3	8	5
RADZIECHOWY	2015	1	25	12	-2.5	95	ENE	3	8	4
RADZIECHOWY	2015	1	25	18	-2.2	89	  C	0	8	5
RADZIECHOWY	2015	1	26	6	-1.6	96	 NW	4	8	6
RADZIECHOWY	2015	1	26	12	-.9	87	NNW	2	8	6
RADZIECHOWY	2015	1	26	18	-1.9	83	  C	0	8	6
RADZIECHOWY	2015	1	27	6	-2.0	79	SSW	2	7	7
RADZIECHOWY	2015	1	27	12	-.2	78	SSW	4	8	6
RADZIECHOWY	2015	1	27	18	-.8	77	SSW	2	8	6
RADZIECHOWY	2015	1	28	6	-.4	82	  S	3	8	7
RADZIECHOWY	2015	1	28	12	1.6	78	SSW	3	7	7
RADZIECHOWY	2015	1	28	18	.4	78	SSW	3	8	7
RADZIECHOWY	2015	1	29	6	.6	65	SSW	9	8	7
RADZIECHOWY	2015	1	29	12	.8	75	SSW	6	8	7
RADZIECHOWY	2015	1	29	18	-1.2	98	ESE	2	5	7
RADZIECHOWY	2015	1	30	6	1.0	66	  S	3	7	7
RADZIECHOWY	2015	1	30	12	4.6	65	WSW	1	8	7
RADZIECHOWY	2015	1	30	18	.2	98	  C	0	8	4
RADZIECHOWY	2015	1	31	6	-2.0	98	  C	0	8	7
RADZIECHOWY	2015	1	31	12	-1.0	81	  C	0	5	7
RADZIECHOWY	2015	1	31	18	-1.2	81	SSW	6	5	7
PORONIN	2015	1	1	6	-3.2	88	 NE	1	8	3
PORONIN	2015	1	1	12	1.8	67	  C	0	8	2
PORONIN	2015	1	1	18	.8	92	 NE	1	8	3
PORONIN	2015	1	2	6	-3.4	88	 SE	1	3	7
PORONIN	2015	1	2	12	8.2	89	  W	3	5	8
PORONIN	2015	1	2	18	3.4	80	  W	3	7	6
PORONIN	2015	1	3	6	-.4	76	  W	3	8	6
PORONIN	2015	1	3	12	1.8	50	 SW	3	6	8
PORONIN	2015	1	3	18	1.0	66	 SW	4	5	7
PORONIN	2015	1	4	6	-1.8	86	  W	3	8	3
PORONIN	2015	1	4	12	-2.4	85	  W	4	8	3
PORONIN	2015	1	4	18	-3.4	70	  W	6	8	3
PORONIN	2015	1	5	6	-4.6	76	 SW	2	8	3
PORONIN	2015	1	5	12	-4.2	77	 NW	1	8	3
PORONIN	2015	1	5	18	-4.0	82	  W	3	8	3
PORONIN	2015	1	6	6	-5.6	74	  W	1	7	6
PORONIN	2015	1	6	12	-6.4	62	  W	2	4	7
PORONIN	2015	1	6	18	-20.8	68	  W	1	1	6
PORONIN	2015	1	7	6	-21.4	81	  E	1	1	7
PORONIN	2015	1	7	12	-8.2	69	  C	0	7	6
PORONIN	2015	1	7	18	-14.2	70	 NE	1	4	3
PORONIN	2015	1	8	6	-7.2	82	  W	1	8	3
PORONIN	2015	1	8	12	-2.2	68	  W	1	6	7
PORONIN	2015	1	8	18	-6.8	83	 NE	1	5	3
PORONIN	2015	1	9	6	.0	96	  W	3	6	6
PORONIN	2015	1	9	12	3.2	46	 NW	6	7	8
PORONIN	2015	1	9	18	3.8	93	 NW	6	8	6
PORONIN	2015	1	10	6	1.6	93	  W	1	8	3
PORONIN	2015	1	10	12	6.2	85	 NW	2	8	3
PORONIN	2015	1	10	18	9.0	68	  W	5	7	6
PORONIN	2015	1	11	6	.0	65	  W	1	1	8
PORONIN	2015	1	11	12	.2	66	 NW	5	7	7
PORONIN	2015	1	11	18	-1.2	78	 SW	5	7	7
PORONIN	2015	1	12	6	-1.2	86	  W	3	7	6
PORONIN	2015	1	12	12	1.2	77	 SW	3	7	7
PORONIN	2015	1	12	18	2.6	65	 NW	3	7	6
PORONIN	2015	1	13	6	-2.2	85	 SE	1	6	7
PORONIN	2015	1	13	12	9.4	33	  W	5	0	9
PORONIN	2015	1	13	18	9.2	42	  W	2	1	6
PORONIN	2015	1	14	6	-6.6	78	 SE	1	2	8
PORONIN	2015	1	14	12	8.8	53	 SW	2	6	8
PORONIN	2015	1	14	18	2.8	76	 SE	1	7	6
PORONIN	2015	1	15	6	.0	100	  W	2	8	6
PORONIN	2015	1	15	12	3.4	60	 SW	2	3	7
PORONIN	2015	1	15	18	-2.4	85	  E	1	4	3
PORONIN	2015	1	16	6	-4.6	86	  E	1	1	8
PORONIN	2015	1	16	12	8.0	57	  W	2	2	7
PORONIN	2015	1	16	18	6.8	85	  W	4	3	6
PORONIN	2015	1	17	6	10.4	92	  W	6	4	7
PORONIN	2015	1	17	12	10.4	77	 NE	2	4	8
PORONIN	2015	1	17	18	3.2	86	 SW	1	7	6
PORONIN	2015	1	18	6	1.0	92	  E	1	8	2
PORONIN	2015	1	18	12	.6	96	  C	0	8	3
PORONIN	2015	1	18	18	.6	92	 NE	1	8	1
PORONIN	2015	1	19	6	-.8	87	 NW	1	8	6
PORONIN	2015	1	19	12	.0	88	  C	0	8	6
PORONIN	2015	1	19	18	.2	89	 NW	1	8	3
PORONIN	2015	1	20	6	-1.8	90	  C	0	7	6
PORONIN	2015	1	20	12	1.2	89	 SW	1	7	6
PORONIN	2015	1	20	18	-1.2	91	 SW	1	4	3
PORONIN	2015	1	21	6	-.6	95	 NE	1	8	2
PORONIN	2015	1	21	12	2.4	86	  E	1	8	3
PORONIN	2015	1	21	18	1.8	89	  E	1	8	3
PORONIN	2015	1	22	6	-.6	91	 SE	1	7	6
PORONIN	2015	1	22	12	4.2	87	 SW	1	7	6
PORONIN	2015	1	22	18	2.2	89	  E	1	8	2
PORONIN	2015	1	23	6	-.2	92	  E	1	8	3
PORONIN	2015	1	23	12	1.8	93	  N	1	8	3
PORONIN	2015	1	23	18	-.2	88	  N	1	8	1
PORONIN	2015	1	24	6	-2.8	84	 NW	1	8	3
PORONIN	2015	1	24	12	-1.4	86	 NE	1	8	2
PORONIN	2015	1	24	18	-2.6	84	  W	1	8	3
PORONIN	2015	1	25	6	-4.0	82	 NW	1	8	2
PORONIN	2015	1	25	12	-3.4	76	 NW	1	8	2
PORONIN	2015	1	25	18	-4.4	81	 SW	1	8	3
PORONIN	2015	1	26	6	-3.6	83	  C	0	8	3
PORONIN	2015	1	26	12	-2.2	81	  N	1	8	3
PORONIN	2015	1	26	18	-3.0	84	 SE	1	8	3
PORONIN	2015	1	27	6	-12.8	80	 NE	1	2	7
PORONIN	2015	1	27	12	-1.0	63	  C	0	7	6
PORONIN	2015	1	27	18	-2.2	89	  W	1	8	3
PORONIN	2015	1	28	6	-2.8	80	 NW	1	7	7
PORONIN	2015	1	28	12	.0	62	 SW	2	7	7
PORONIN	2015	1	28	18	-2.0	77	  C	0	7	6
PORONIN	2015	1	29	6	-1.2	58	 NW	2	7	7
PORONIN	2015	1	29	12	-.6	68	 NE	2	8	7
PORONIN	2015	1	29	18	-4.0	82	 NE	1	8	3
PORONIN	2015	1	30	6	.0	73	 NE	1	7	6
PORONIN	2015	1	30	12	2.2	75	  C	0	8	6
PORONIN	2015	1	30	18	2.0	82	  E	1	7	6
PORONIN	2015	1	31	6	-3.4	83	  W	1	8	1
PORONIN	2015	1	31	12	-2.4	59	  W	3	3	7
PORONIN	2015	1	31	18	-5.6	74	  E	1	5	6
SKIERNIEWICE	2015	1	1	6	2.0	95	  W	2	8	4
SKIERNIEWICE	2015	1	1	12	2.2	88	  W	2	8	5
SKIERNIEWICE	2015	1	1	18	1.5	80	  W	2	8	6
SKIERNIEWICE	2015	1	2	6	3.1	80	 SW	4	7	7
SKIERNIEWICE	2015	1	2	12	4.6	82	 SW	7	8	6
SKIERNIEWICE	2015	1	2	18	5.4	83	WSW	7	6	6
SKIERNIEWICE	2015	1	3	6	3.6	74	  W	7	8	7
SKIERNIEWICE	2015	1	3	12	4.4	66	  W	7	8	7
SKIERNIEWICE	2015	1	3	18	1.3	90	WSW	9	8	7
SKIERNIEWICE	2015	1	4	6	2.2	79	  W	4	8	7
SKIERNIEWICE	2015	1	4	12	3.0	69	 NW	4	6	7
SKIERNIEWICE	2015	1	4	18	1.7	93	 NW	4	7	7
SKIERNIEWICE	2015	1	5	6	-.8	90	WNW	1	1	7
SKIERNIEWICE	2015	1	5	12	1.6	82	NNW	4	6	7
SKIERNIEWICE	2015	1	5	18	.7	89	 NW	2	8	7
SKIERNIEWICE	2015	1	6	6	-6.8	79	NNW	1	1	7
SKIERNIEWICE	2015	1	6	12	-4.6	85	 NE	2	1	7
SKIERNIEWICE	2015	1	6	18	-8.0	74	ENE	2	1	7
SKIERNIEWICE	2015	1	7	6	-9.9	68	SSE	2	7	7
SKIERNIEWICE	2015	1	7	12	-4.4	54	SSE	7	8	8
SKIERNIEWICE	2015	1	7	18	-3.8	80	  S	7	8	7
SKIERNIEWICE	2015	1	8	6	-1.0	92	SSW	2	8	6
